StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q17,Q19,Q10_1,Q10_2,Q10_3,Q8_1,Q8_2,Q8_3,Q23_1,Q23_2,Q23_3,Q25_1,Q25_2,Q25_3,Q24_1,Q24_2,Q24_3,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q15,Q16,Q16_4_TEXT
2022-08-12 10:36:11,2022-08-12 10:39:10,0,208.202.240.82,100,178,1,2022-08-12 10:39:10,R_1re2EWPNomtiVWi,,,,,40.9598,-74.1276,anonymous,EN,2,,90,1,2,1,1,2,3,1,2,2,1,1,2,1,2,2,4,6,5,4,5,4,3,5,2,
2022-08-12 10:35:55,2022-08-12 10:39:17,0,208.218.225.163,100,202,1,2022-08-12 10:39:17,R_R2ZWu0013JbJwS5,,,,,37.9186,-121.3132,anonymous,EN,1,It represents the golfer's ability based on their previous golf round's scores.,95,1,1,2,1,2,4,1,1,2,1,2,1,1,1,2,7,6,7,5,6,6,7,3,2,
2022-08-12 10:36:29,2022-08-12 10:39:30,0,63.160.189.227,100,180,1,2022-08-12 10:39:31,R_1IZ8wGHCCU15pYh,,,,,34.1104,-118.4514,anonymous,EN,4,,"According to the National Golf Foundation, the average 18-hole score for the average golfer is about 100.",1,2,1,3,4,4,2,1,2,2,2,1,2,2,1,4,5,3,5,4,5,3,3,,
2022-08-12 10:35:57,2022-08-12 10:39:37,0,107.180.180.118,100,219,1,2022-08-12 10:39:37,R_3JmlG8BluWvSS0O,,,,,37.751,-97.822,anonymous,EN,5,,"58 notched ",2,1,2,5,5,5,1,2,2,2,1,2,2,1,2,7,6,5,6,7,6,6,5,,
2022-08-12 10:35:51,2022-08-12 10:40:03,0,122.174.205.51,100,252,1,2022-08-12 10:40:04,R_1gNfRXUfdX0dTrn,,,,,12.8378,79.6973,anonymous,EN,3,,100,1,2,1,4,2,5,2,1,2,2,2,1,1,2,1,4,4,3,3,4,5,5,4,2,
2022-08-12 10:36:03,2022-08-12 10:40:08,0,208.203.222.235,100,244,1,2022-08-12 10:40:08,R_1KqjgOb46dOoGrs,,,,,40.7126,-74.0066,anonymous,EN,5,aim,11,2,2,2,3,4,4,2,1,2,2,2,1,2,2,2,3,2,4,3,5,2,4,6,1,
2022-08-12 10:35:45,2022-08-12 10:40:16,0,208.218.229.40,100,271,1,2022-08-12 10:40:16,R_1DTiHOZGddDfp8d,,,,,40.7828,-73.9745,anonymous,EN,3,,90,1,2,1,3,4,5,1,1,2,1,2,1,1,2,2,5,6,5,5,5,6,5,6,1,
2022-08-12 10:37:14,2022-08-12 10:40:26,0,85.9.205.244,100,192,1,2022-08-12 10:40:27,R_d3TEijf5UO2Jnln,,,,,41.8764,-87.6133,anonymous,EN,3,,6,1,1,2,4,1,3,1,2,1,2,1,1,1,2,2,5,4,6,5,6,5,6,3,2,
2022-08-12 10:38:18,2022-08-12 10:40:46,0,202.182.68.40,100,147,1,2022-08-12 10:40:46,R_1IcJMvh4MAFJWTf,,,,,40.7359,-73.9904,anonymous,EN,2,,90 strokes,1,1,1,4,4,4,1,1,1,1,1,1,2,2,2,5,5,4,5,5,6,4,4,1,
2022-08-12 10:38:43,2022-08-12 10:41:23,0,208.218.225.122,100,160,1,2022-08-12 10:41:24,R_12tNp57Lp2sYhDl,,,,,37.9186,-121.3132,anonymous,EN,1,0.96,100,1,2,2,4,4,4,1,2,2,1,2,2,1,2,2,5,5,5,4,5,5,5,3,1,
2022-08-12 10:39:28,2022-08-12 10:41:43,0,192.126.172.234,100,134,1,2022-08-12 10:41:43,R_1pxnnh5hNXQQhzP,,,,,47.63,-122.2972,anonymous,EN,3,Knowing your handicap is a must when a player wants to participate in tournament-style formats. Your handicap is the great equalizer.,better,1,1,2,4,5,5,1,2,2,2,1,2,2,1,2,6,7,7,6,6,7,7,4,1,
2022-08-12 10:38:56,2022-08-12 10:42:03,0,208.218.231.25,100,187,1,2022-08-12 10:42:03,R_XzYrWJxPfRhNbhf,,,,,40.7484,-73.862,anonymous,EN,5,,90 strokes,1,1,1,4,3,2,2,1,1,2,2,1,2,1,1,5,5,4,6,5,4,6,6,2,
2022-08-12 10:39:16,2022-08-12 10:42:07,0,208.218.230.237,100,170,1,2022-08-12 10:42:07,R_2OHHUggrFKlXWLm,,,,,40.7484,-73.862,anonymous,EN,2,"The handicap index is an average of golf round scores and has its own calculation. ",60,1,2,1,4,5,3,2,1,1,1,2,1,1,1,2,6,5,6,6,5,6,7,6,2,
2022-08-12 10:37:53,2022-08-12 10:42:41,0,208.218.231.140,100,288,1,2022-08-12 10:42:42,R_DP4SKXA1whHGLFn,,,,,40.7484,-73.862,anonymous,EN,1,,16,1,2,1,2,3,2,1,2,1,1,1,2,1,1,2,6,5,6,5,4,5,5,3,,
2022-08-12 10:39:32,2022-08-12 10:42:57,0,208.203.222.123,100,204,1,2022-08-12 10:42:57,R_1H7aPx2uAmW8Mbg,,,,,40.7126,-74.0066,anonymous,EN,4,,45,1,2,1,3,4,5,2,1,2,2,2,1,1,2,2,3,4,3,4,3,5,5,4,1,
2022-08-12 10:36:08,2022-08-12 10:44:33,0,85.9.205.99,100,505,1,2022-08-12 10:44:34,R_3KPF93vpl4I7eh5,,,,,41.8764,-87.6133,anonymous,EN,4,,90,1,1,2,3,3,3,2,2,1,2,2,1,2,1,1,5,4,4,6,4,5,5,4,1,
2022-08-12 10:44:26,2022-08-12 10:44:37,0,69.38.134.202,100,10,1,2022-08-12 10:44:37,R_3HRAjfIu4HBAKGZ,,,,,40.7653,-73.9589,anonymous,EN,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:39:38,2022-08-12 10:45:07,0,50.5.8.249,100,328,1,2022-08-12 10:45:07,R_qUTrhQShdVdylwd,,,,,39.1642,-84.2356,anonymous,EN,4,-5,95,2,2,1,4,3,2,2,2,2,2,2,2,2,2,2,4,5,1,3,5,3,4,4,1,
2022-08-12 10:43:04,2022-08-12 10:45:23,0,65.184.197.17,100,138,1,2022-08-12 10:45:23,R_2VpPvweRTx5y631,,,,,34.2664,-77.8614,anonymous,EN,3,16,85,1,1,2,4,4,2,2,1,1,1,1,2,2,2,2,6,4,5,4,4,4,3,3,2,
2022-08-12 10:42:31,2022-08-12 10:46:20,0,208.207.184.165,100,229,1,2022-08-12 10:46:20,R_1DTrp15BiGUG7o5,,,,,32.6731,-96.7755,anonymous,EN,1,,,2,1,1,3,5,2,1,1,1,1,1,2,1,1,2,6,6,4,5,5,6,6,4,1,
2022-08-12 10:37:04,2022-08-12 10:50:05,0,208.219.18.70,100,781,1,2022-08-12 10:50:05,R_3sp1bdlBE7Lun9G,,,,,42.8233,-72.1826,anonymous,EN,4,,9,1,1,2,2,3,1,1,2,2,1,1,2,1,2,1,2,2,3,3,4,4,5,2,1,
2022-08-12 10:49:39,2022-08-12 10:52:17,0,208.218.226.62,100,158,1,2022-08-12 10:52:17,R_2U2PX0cCNMjclYK,,,,,37.9186,-121.3132,anonymous,EN,3,,,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,5,3,2,
2022-08-12 10:50:28,2022-08-12 10:54:12,0,208.218.231.226,100,224,1,2022-08-12 10:54:13,R_9zZZKZbS6udvJWF,,,,,40.7484,-73.862,anonymous,EN,5,,,1,2,2,3,4,3,1,2,2,1,2,2,2,2,2,4,5,4,3,4,5,4,4,4,
2022-08-12 10:54:54,2022-08-12 10:57:32,0,176.103.241.83,100,158,1,2022-08-12 10:57:33,R_3ixQg84VD8FbCIo,,,,,39.018,-77.539,anonymous,EN,5,,90,1,2,1,4,3,5,1,2,2,2,1,1,1,2,1,6,5,6,5,6,5,6,3,2,
2022-08-12 10:55:36,2022-08-12 10:57:35,0,208.218.229.240,100,118,1,2022-08-12 10:57:36,R_1r0IBeFYUmmOpOU,,,,,40.7828,-73.9745,anonymous,EN,2,"Golf handicaps are a number that represents the golfer's ability based on their previous golf round's scores. ",50,1,2,1,4,5,3,1,2,2,1,2,1,1,2,1,5,6,5,6,4,6,7,5,1,
2022-08-12 10:57:55,2022-08-12 11:00:46,0,208.218.229.69,100,170,1,2022-08-12 11:00:47,R_2aVPiwIdOjlw22d,,,,,40.7828,-73.9745,anonymous,EN,2,Golf handicaps are a number that represents the golfer's ability based on their previous golf round's scores.,50,1,2,1,4,5,3,1,1,2,2,1,2,1,2,1,5,7,6,5,6,7,5,5,1,
2022-08-12 10:57:09,2022-08-12 11:01:39,0,208.218.224.246,100,270,1,2022-08-12 11:01:40,R_2ANdtIHcue5ujZX,,,,,37.9186,-121.3132,anonymous,EN,1,,90,1,2,1,1,2,3,1,2,2,1,1,2,2,1,2,6,6,6,5,6,5,6,5,2,
2022-08-12 10:58:44,2022-08-12 11:01:45,0,149.46.192.161,100,180,1,2022-08-12 11:01:45,R_1o5Mq2IWZ2IeKjl,,,,,40.5237,-74.4151,anonymous,EN,4,,,2,1,2,3,2,3,1,2,1,2,1,2,1,2,1,4,5,3,5,4,4,5,2,1,
2022-08-12 11:03:11,2022-08-12 11:05:12,0,208.218.225.62,100,121,1,2022-08-12 11:05:13,R_74JdEWuQm9ApQAx,,,,,37.9186,-121.3132,anonymous,EN,2,,,1,1,1,3,2,4,1,2,1,1,2,1,1,2,1,5,5,4,6,5,4,6,6,2,
2022-08-12 10:59:34,2022-08-12 11:05:39,0,154.205.185.114,100,364,1,2022-08-12 11:05:39,R_2bIbhLNS63wDnN9,,,,,40.7064,-73.9473,anonymous,EN,3,28,108,1,1,2,4,4,3,2,1,1,2,1,1,2,2,1,5,6,4,4,5,4,4,3,1,
2022-08-12 10:36:44,2022-08-12 11:07:31,0,149.28.227.170,100,1846,1,2022-08-12 11:07:31,R_2Uaa2DaOxdUNtUb,,,,,40.5511,-74.4606,anonymous,EN,2,,16,1,1,1,3,4,3,1,2,1,2,1,2,2,1,2,5,5,5,5,4,5,5,4,1,
2022-08-12 11:02:11,2022-08-12 11:08:42,0,208.207.190.111,100,390,1,2022-08-12 11:08:42,R_3EZmWCEJIAM70BP,,,,,32.6731,-96.7755,anonymous,EN,4,,80,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,2,4,1,
2022-08-12 11:02:43,2022-08-12 11:09:20,0,208.218.229.178,100,396,1,2022-08-12 11:09:20,R_2Vsu0kb8Lg0haiZ,,,,,40.7828,-73.9745,anonymous,EN,4,,8,1,2,2,3,3,3,2,2,2,2,2,2,1,2,2,5,6,2,3,2,2,2,5,2,
2022-08-12 11:07:05,2022-08-12 11:09:32,0,208.218.225.127,100,147,1,2022-08-12 11:09:33,R_3lMxuD2dDevj7Dr,,,,,37.9186,-121.3132,anonymous,EN,2,,90,1,2,1,1,2,3,1,2,2,1,2,1,2,1,2,7,6,5,6,4,6,5,4,2,
2022-08-12 11:07:36,2022-08-12 11:10:10,0,177.192.29.241,100,153,1,2022-08-12 11:10:10,R_24dWYLVOG74hYlf,,,,,-22.9485,-43.3436,anonymous,EN,5,,70,1,2,1,3,4,3,1,2,1,2,1,2,2,1,1,4,5,4,4,5,4,5,4,2,
2022-08-12 11:10:29,2022-08-12 11:11:22,0,208.203.222.192,100,53,1,2022-08-12 11:11:23,R_1Igx4Fpr2gyaMYI,,,,,40.7126,-74.0066,anonymous,EN,1,0.96,100,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,4,6,5,5,5,5,5,6,2,
2022-08-12 11:09:55,2022-08-12 11:11:41,0,208.218.230.74,100,106,1,2022-08-12 11:11:41,R_reeemRhiJ30mSD7,,,,,40.7484,-73.862,anonymous,EN,2,,90,1,2,1,5,4,3,2,1,2,1,2,2,1,1,2,6,5,6,5,6,5,6,6,1,
2022-08-12 11:09:21,2022-08-12 11:11:53,0,104.245.76.5,100,151,1,2022-08-12 11:11:53,R_2Cj1dh2Q7j5M2AP,,,,,35.0763,-101.8349,anonymous,EN,3,,50,1,2,1,3,1,2,2,1,2,2,1,1,1,2,1,6,7,6,5,7,5,6,3,1,
2022-08-12 11:09:33,2022-08-12 11:12:07,0,208.195.174.142,100,154,1,2022-08-12 11:12:08,R_262UcbH2TldEsxC,,,,,40.4551,-74.4871,anonymous,EN,2,,,1,1,2,2,3,4,1,1,1,1,1,2,1,2,1,3,4,3,4,5,4,6,3,2,
2022-08-12 11:07:30,2022-08-12 11:12:12,0,208.207.182.241,100,282,1,2022-08-12 11:12:13,R_3nSrUKRLQ1veDRr,,,,,32.6731,-96.7755,anonymous,EN,5,,60,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4,1,
2022-08-12 11:09:18,2022-08-12 11:13:26,0,24.55.14.36,100,248,1,2022-08-12 11:13:27,R_12DACbvXrao11Zz,,,,,30.4548,-97.7664,anonymous,EN,4,,82,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,4,1,3,4,2,4,3,1,
2022-08-12 11:12:46,2022-08-12 11:14:39,0,85.9.203.1,100,112,1,2022-08-12 11:14:39,R_1dhpTMbiiRIPbDG,,,,,41.8764,-87.6133,anonymous,EN,4,,5,1,1,2,5,4,4,1,1,2,1,2,1,1,2,2,7,6,6,5,6,5,6,3,1,
2022-08-12 11:11:40,2022-08-12 11:14:45,0,208.218.227.27,100,184,1,2022-08-12 11:14:45,R_24NRk8pC08vFoCw,,,,,37.9186,-121.3132,anonymous,EN,4,,90,1,1,1,4,5,4,2,1,1,1,2,2,1,1,2,5,5,6,5,6,5,6,3,1,
2022-08-12 11:05:51,2022-08-12 11:16:11,0,208.207.191.68,100,619,1,2022-08-12 11:16:11,R_1o8f2YN6PP6FsAE,,,,,32.6731,-96.7755,anonymous,EN,4,,75,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,4,2,
2022-08-12 11:12:46,2022-08-12 11:17:07,0,208.195.182.158,100,261,1,2022-08-12 11:17:08,R_2QhqNHUtUITDZJF,,,,,40.4551,-74.4871,anonymous,EN,3,,5,1,1,1,3,4,5,1,1,2,1,1,2,1,1,2,4,5,5,6,4,6,4,3,1,
2022-08-12 11:16:22,2022-08-12 11:17:29,0,49.204.112.235,100,67,1,2022-08-12 11:17:29,R_Pz9Y2D374texNkJ,,,,,12.8996,80.2209,anonymous,EN,4,,100,1,1,2,4,4,3,1,1,2,2,1,1,1,2,2,5,5,5,4,5,5,6,3,1,
2022-08-12 11:17:28,2022-08-12 11:19:12,0,208.216.23.12,100,103,1,2022-08-12 11:19:12,R_24MivPEMJq4Oho4,,,,,42.3498,-71.0765,anonymous,EN,5,0.96,90,1,1,2,4,3,3,2,1,1,2,1,1,2,1,1,3,4,3,5,4,6,4,3,1,
2022-08-12 11:19:03,2022-08-12 11:20:40,0,208.218.228.5,100,96,1,2022-08-12 11:20:40,R_3lY4MemsLLYuYD0,,,,,40.7828,-73.9745,anonymous,EN,2,2,,1,1,2,3,5,4,1,2,2,1,1,2,2,1,1,3,5,4,6,3,5,3,3,1,
2022-08-12 11:17:57,2022-08-12 11:20:47,0,208.218.225.86,100,169,1,2022-08-12 11:20:47,R_3O6MMlTOaBeraF4,,,,,37.9186,-121.3132,anonymous,EN,3,5,8,1,1,1,4,3,4,1,1,1,1,1,1,1,1,1,6,6,5,4,5,6,5,3,1,
2022-08-12 11:19:50,2022-08-12 11:23:05,0,73.184.42.9,100,194,1,2022-08-12 11:23:05,R_2bTNnO9CBHuhM4X,,,,,34.2497,-84.4894,anonymous,EN,2,,90,2,1,1,4,5,4,2,1,2,1,1,2,2,1,1,4,5,3,2,4,3,2,3,1,
2022-08-12 11:22:09,2022-08-12 11:24:43,0,202.182.71.188,100,154,1,2022-08-12 11:24:44,R_3Ehwyt75S59WOLi,,,,,40.7359,-73.9904,anonymous,EN,2,,8,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,6,6,6,7,5,6,5,3,1,
2022-08-12 11:22:27,2022-08-12 11:26:31,0,208.195.180.157,100,244,1,2022-08-12 11:26:33,R_00B4joWDTdwWVEt,,,,,40.9107,-74.5841,anonymous,EN,4,,11,2,2,1,5,4,4,1,1,2,1,1,2,2,2,1,4,3,5,4,4,6,5,3,1,
2022-08-12 11:22:32,2022-08-12 11:26:45,0,49.37.203.105,100,253,1,2022-08-12 11:26:46,R_2eUq7MDQM0aRRxU,,,,,11.0142,76.9941,anonymous,EN,2,,100,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,6,5,5,5,5,6,6,3,1,
2022-08-12 11:24:33,2022-08-12 11:27:00,0,154.205.184.186,100,147,1,2022-08-12 11:27:01,R_2QPrEMXyj0IUozS,,,,,40.7064,-73.9473,anonymous,EN,2,,72,1,2,2,3,1,2,2,1,1,1,1,2,2,1,1,5,4,7,5,7,5,7,3,1,
2022-08-12 11:25:55,2022-08-12 11:28:05,0,208.195.184.91,100,130,1,2022-08-12 11:28:05,R_2AGwCbM4bKdwAyY,,,,,40.5511,-74.4606,anonymous,EN,2,,25,1,1,1,4,4,3,1,1,1,1,2,2,2,1,2,4,4,5,5,6,4,5,3,1,
2022-08-12 11:16:13,2022-08-12 11:31:27,0,49.204.120.137,100,914,1,2022-08-12 11:31:28,R_1pF1XPrfAAVkUwD,,,,,12.8996,80.2209,anonymous,EN,2,,15,1,1,2,3,4,5,1,1,2,1,2,1,1,1,2,3,5,3,5,4,5,4,3,2,
2022-08-12 11:29:50,2022-08-12 11:32:15,0,49.204.112.235,100,145,1,2022-08-12 11:32:16,R_2pRdj1bPuFlIYxz,,,,,12.8996,80.2209,anonymous,EN,2,,100,1,1,1,2,3,3,1,2,1,2,2,1,1,2,1,4,4,4,5,4,5,4,3,1,
2022-08-12 11:27:46,2022-08-12 11:32:52,0,208.218.226.97,100,306,1,2022-08-12 11:32:52,R_RxDm316A2p8eXcZ,,,,,37.9186,-121.3132,anonymous,EN,3,,25,1,1,2,3,2,4,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,3,1,
2022-08-12 11:32:09,2022-08-12 11:33:02,0,208.218.230.240,100,52,1,2022-08-12 11:33:02,R_2YV85TQWwcn9guo,,,,,40.7484,-73.862,anonymous,EN,2,2,,1,1,2,3,5,4,1,1,2,1,1,2,1,1,2,4,6,5,6,3,5,6,3,1,
2022-08-12 11:31:57,2022-08-12 11:33:17,0,208.218.230.144,100,80,1,2022-08-12 11:33:18,R_3Lcq0xqffCKMBTi,,,,,40.7484,-73.862,anonymous,EN,2,,15,1,1,1,4,3,5,1,2,2,1,1,2,1,2,2,6,4,5,6,5,6,6,3,1,
2022-08-12 11:27:33,2022-08-12 11:33:22,0,208.218.230.234,100,348,1,2022-08-12 11:33:22,R_6LtQc26jxFcovCN,,,,,40.7484,-73.862,anonymous,EN,2,,,1,1,2,3,4,5,1,1,2,2,1,1,2,1,2,5,6,5,6,3,4,6,3,1,
2022-08-12 11:32:16,2022-08-12 11:33:37,0,85.9.204.177,100,80,1,2022-08-12 11:33:37,R_BS6rEt1HIpIqCaJ,,,,,41.8764,-87.6133,anonymous,EN,1,,38,1,2,1,2,3,4,1,1,2,1,2,2,1,2,1,5,6,6,6,4,5,6,4,1,
2022-08-12 10:57:22,2022-08-12 11:33:43,0,208.218.225.15,100,2180,1,2022-08-12 11:33:44,R_eILjeg5GgEmTnmF,,,,,37.9186,-121.3132,anonymous,EN,3,NO,,1,2,1,3,4,5,1,2,1,1,2,1,1,2,1,4,6,5,5,6,5,5,3,1,
